city,timestamp,temperature,season
New York,2010-11-16,18.097487957412284,autumn
New York,2010-11-17,19.55599714371681,autumn
New York,2010-11-18,15.522363717091366,autumn
New York,2010-11-19,11.905114547593366,autumn
New York,2010-11-20,13.766512006750366,autumn
New York,2010-11-21,8.982396768227831,autumn
New York,2010-11-22,10.791230403644517,autumn
New York,2010-11-23,8.362972965041656,autumn
New York,2010-11-24,12.365138036878339,autumn
New York,2010-11-25,11.219476589888096,autumn
New York,2010-11-26,16.670945721965822,autumn
New York,2010-11-27,11.749822449473974,autumn
New York,2010-11-28,14.173625964090146,autumn
New York,2010-11-29,9.501245315918757,autumn
New York,2010-11-30,13.017651371986412,autumn
New York,2010-12-01,4.5849010083677735,winter
New York,2010-12-02,-4.282022724817068,winter
New York,2010-12-03,3.3300246188688964,winter
New York,2010-12-04,-1.047534407500351,winter
New York,2010-12-05,4.4030682910664884,winter
New York,2010-12-06,0.2822653353804994,winter
New York,2010-12-07,-8.739660576974229,winter
New York,2010-12-08,0.6895907266327349,winter
New York,2010-12-09,4.666145475585207,winter
New York,2010-12-10,-3.48229581493304,winter
New York,2010-12-11,9.743024377556162,winter
New York,2010-12-12,-8.219637237597796,winter
New York,2010-12-13,-2.4559524997941424,winter
New York,2010-12-14,5.100122754986836,winter
New York,2010-12-15,1.8105104740301092,winter
New York,2010-12-16,0.5741605522101297,winter
New York,2010-12-17,2.5314324282418115,winter
New York,2010-12-18,-3.6876140739383914,winter
New York,2010-12-19,-11.488473024145096,winter
New York,2010-12-20,-2.92410241090953,winter
New York,2010-12-21,-6.204509081860009,winter
New York,2010-12-22,1.365648694746929,winter
New York,2010-12-23,2.64167239576084,winter
New York,2010-12-24,2.5984760976950843,winter
New York,2010-12-25,1.355949891625545,winter
New York,2010-12-26,5.460353488729252,winter
New York,2010-12-27,0.07455828020958678,winter
New York,2010-12-28,5.361582820572243,winter
New York,2010-12-29,-0.4556802569160385,winter
New York,2010-12-30,-7.833822362998956,winter
New York,2010-12-31,-1.9454058239218652,winter
New York,2011-01-01,5.2414692869011414,winter
New York,2011-01-02,-13.67541835271808,winter
New York,2011-01-03,-7.229256796737493,winter
New York,2011-01-04,-1.5475742275257716,winter
New York,2011-01-05,-7.146789796472843,winter
New York,2011-01-06,4.230729518700712,winter
New York,2011-01-07,-3.2603823428038856,winter
New York,2011-01-08,2.7970595201342308,winter
New York,2011-01-09,-0.15180459878986083,winter
New York,2011-01-10,-2.337650819115601,winter
New York,2011-01-11,-7.436518622162779,winter
New York,2011-01-12,9.633359886576422,winter
New York,2011-01-13,-1.0009673657885911,winter
New York,2011-01-14,-1.4989302029032658,winter
New York,2011-01-15,5.725761474369756,winter
New York,2011-01-16,-4.259051636992451,winter
New York,2011-01-17,-2.832135675183858,winter
New York,2011-01-18,2.792869332787849,winter
New York,2011-01-19,-5.975168259320651,winter
New York,2011-01-20,-5.027566456323738,winter
New York,2011-01-21,-6.991754407648369,winter
New York,2011-01-22,-3.9857902470529694,winter
New York,2011-01-23,-0.5461204477346207,winter
New York,2011-01-24,-2.037279896650199,winter
New York,2011-01-25,-2.3786786523166863,winter
New York,2011-01-26,-5.778344582432936,winter
New York,2011-01-27,0.9828185193437698,winter
New York,2011-01-28,-1.188786591363398,winter
New York,2011-01-29,6.842012954992857,winter
New York,2011-01-30,2.3688793807630866,winter
New York,2011-01-31,4.88168067637148,winter
New York,2011-02-01,7.332284148669413,winter
New York,2011-02-02,-5.7813592535684455,winter
New York,2011-02-03,0.3416002602854134,winter
New York,2011-02-04,-1.5687723356164642,winter
New York,2011-02-05,1.598213354570723,winter
New York,2011-02-06,-9.08398009021102,winter
New York,2011-02-07,-2.817581445500349,winter
New York,2011-02-08,-0.1253824251659087,winter
New York,2011-02-09,2.0022263257222823,winter
New York,2011-02-10,-7.520794389285004,winter
New York,2011-02-11,-18.203512065388352,winter
New York,2011-02-12,2.4925211942206857,winter
New York,2011-02-13,-1.7541240113872179,winter
New York,2011-02-14,4.659844384949814,winter
New York,2011-02-15,5.62082353897488,winter
New York,2011-02-16,-4.519240833093184,winter
New York,2011-02-17,2.4626115942165554,winter
New York,2011-02-18,10.111505687893903,winter
New York,2011-02-19,6.154107595485964,winter
New York,2011-02-20,-1.4408661580514857,winter
New York,2011-02-21,0.28392850243699597,winter
New York,2011-02-22,0.1981740873806218,winter
New York,2011-02-23,-0.33650515829068134,winter
New York,2011-02-24,9.332632494914655,winter
New York,2011-02-25,-5.65483766685158,winter
New York,2011-02-26,0.10141494415156246,winter
New York,2011-02-27,5.7582377473293835,winter
New York,2011-02-28,1.348701429580173,winter
New York,2011-03-01,20.827573706955853,spring
New York,2011-03-02,5.328527862721632,spring
New York,2011-03-03,14.512810898006183,spring
New York,2011-03-04,10.94400801084073,spring
New York,2011-03-05,13.741340517491572,spring
New York,2011-03-06,3.439632468873689,spring
New York,2011-03-07,5.131207984355361,spring
New York,2011-03-08,18.591682145260627,spring
New York,2011-03-09,4.754656652065775,spring
New York,2011-03-10,2.289889792103475,spring
New York,2011-03-11,14.238359563504075,spring
New York,2011-03-12,6.550441341269801,spring
New York,2011-03-13,6.584832813946361,spring
New York,2011-03-14,4.945710148159326,spring
New York,2011-03-15,11.963128347520767,spring
New York,2011-03-16,8.88952391719694,spring
New York,2011-03-17,11.68648802375648,spring
New York,2011-03-18,15.092372561700742,spring
New York,2011-03-19,10.795960350419895,spring
New York,2011-03-20,12.165624091543613,spring
New York,2011-03-21,7.770124576564459,spring
New York,2011-03-22,2.9078403642351702,spring
New York,2011-03-23,1.9591732417190784,spring
New York,2011-03-24,15.572924420890352,spring
New York,2011-03-25,10.595255512914411,spring
New York,2011-03-26,7.901933860457872,spring
New York,2011-03-27,13.887241932733538,spring
New York,2011-03-28,4.612133193597822,spring
New York,2011-03-29,8.233577850725467,spring
New York,2011-03-30,9.080530529595896,spring
New York,2011-03-31,9.974250989593264,spring
New York,2011-04-01,7.925635503152653,spring
New York,2011-04-02,17.212061425007512,spring
New York,2011-04-03,14.340142579718346,spring
New York,2011-04-04,6.636948378701108,spring
New York,2011-04-05,12.540059270261906,spring
New York,2011-04-06,11.156316203826027,spring
New York,2011-04-07,16.96366581090964,spring
New York,2011-04-08,13.459826325103863,spring
New York,2011-04-09,7.356163188224085,spring
New York,2011-04-10,13.434687589382083,spring
New York,2011-04-11,4.742503981892392,spring
New York,2011-04-12,11.948581852160586,spring
New York,2011-04-13,11.874184351071627,spring
New York,2011-04-14,13.743272582076468,spring
New York,2011-04-15,10.953622387343563,spring
New York,2011-04-16,8.413452585994472,spring
New York,2011-04-17,14.618836637710496,spring
New York,2011-04-18,11.457349193406287,spring
New York,2011-04-19,3.6159581747679184,spring
New York,2011-04-20,4.570383083648107,spring
New York,2011-04-21,12.172490314222024,spring
New York,2011-04-22,17.6005129222669,spring
New York,2011-04-23,12.611331691945619,spring
New York,2011-04-24,3.625099671052107,spring
New York,2011-04-25,-1.997913901501411,spring
New York,2011-04-26,2.6668678803673016,spring
New York,2011-04-27,11.327280283120233,spring
New York,2011-04-28,9.016733619889537,spring
New York,2011-04-29,9.197991481986739,spring
New York,2011-04-30,19.79534873793343,spring
New York,2011-05-01,10.69750082595147,spring
New York,2011-05-02,16.73424060540099,spring
New York,2011-05-03,13.194991511954074,spring
New York,2011-05-04,12.164940447995603,spring
New York,2011-05-05,12.803040560286162,spring
New York,2011-05-06,18.425650162611124,spring
New York,2011-05-07,6.49790163628348,spring
New York,2011-05-08,9.770200212791009,spring
New York,2011-05-09,8.74076257109827,spring
New York,2011-05-10,8.586099651544938,spring
New York,2011-05-11,12.02344262348494,spring
New York,2011-05-12,8.70648476644863,spring
New York,2011-05-13,7.748478600565329,spring
New York,2011-05-14,4.347058441725091,spring
New York,2011-05-15,16.80443525784357,spring
New York,2011-05-16,16.74259506088694,spring
New York,2011-05-17,8.170426459798191,spring
New York,2011-05-18,11.407613967787416,spring
New York,2011-05-19,7.18382667652703,spring
New York,2011-05-20,6.524818106456975,spring
New York,2011-05-21,15.00927729931675,spring
New York,2011-05-22,11.302454340538546,spring
New York,2011-05-23,12.567863689808595,spring
New York,2011-05-24,8.54801010767802,spring
New York,2011-05-25,13.580746146241594,spring
New York,2011-05-26,15.692856113516857,spring
New York,2011-05-27,-0.5592788836522615,spring
New York,2011-05-28,6.488582248135767,spring
New York,2011-05-29,10.57142860561505,spring
New York,2011-05-30,8.980164674481578,spring
New York,2011-05-31,12.65443573573455,spring
New York,2011-06-01,25.396455225381864,summer
New York,2011-06-02,26.174748110708716,summer
New York,2011-06-03,20.280175369712893,summer
New York,2011-06-04,19.538676855279327,summer
New York,2011-06-05,28.101992762004926,summer
New York,2011-06-06,25.24639642790062,summer
New York,2011-06-07,13.548280854141863,summer
New York,2011-06-08,21.989355049685567,summer
New York,2011-06-09,18.928861321695603,summer
New York,2011-06-10,26.784874471025326,summer
New York,2011-06-11,17.17690596657402,summer
New York,2011-06-12,25.725123793926013,summer
New York,2011-06-13,31.22107152664768,summer
New York,2011-06-14,21.549213688295538,summer
New York,2011-06-15,20.869974245705237,summer
New York,2011-06-16,31.2395708514637,summer
New York,2011-06-17,27.75155958066066,summer
New York,2011-06-18,20.17761257897658,summer
New York,2011-06-19,31.11336748818534,summer
New York,2011-06-20,26.524108048476897,summer
New York,2011-06-21,19.740114979208727,summer
New York,2011-06-22,18.713091822870396,summer
New York,2011-06-23,22.50522240414781,summer
New York,2011-06-24,29.536025181424343,summer
New York,2011-06-25,18.63442589002922,summer
New York,2011-06-26,26.49502603059196,summer
New York,2011-06-27,36.51887681259252,summer
New York,2011-06-28,25.005606131483678,summer
New York,2011-06-29,16.467855130603184,summer
New York,2011-06-30,23.074319659933476,summer
New York,2011-07-01,28.1500508279374,summer
New York,2011-07-02,24.19505444694646,summer
New York,2011-07-03,24.04065208680696,summer
New York,2011-07-04,30.95211496888729,summer
New York,2011-07-05,17.577067806514844,summer
New York,2011-07-06,27.51313338564345,summer
New York,2011-07-07,27.472696745138997,summer
New York,2011-07-08,38.18520856439949,summer
New York,2011-07-09,20.42852783483528,summer
New York,2011-07-10,18.00184987905665,summer
New York,2011-07-11,28.78016295965685,summer
New York,2011-07-12,17.45354391282049,summer
New York,2011-07-13,21.172117625991458,summer
New York,2011-07-14,25.575858645166043,summer
New York,2011-07-15,25.47046412509365,summer
New York,2011-07-16,31.200970907024477,summer
New York,2011-07-17,33.59189412711214,summer
New York,2011-07-18,22.811186228943388,summer
New York,2011-07-19,21.93638204993209,summer
New York,2011-07-20,28.091932554137248,summer
New York,2011-07-21,22.81568680766954,summer
New York,2011-07-22,26.049400958234052,summer
New York,2011-07-23,33.52226650995664,summer
New York,2011-07-24,23.099813312662622,summer
New York,2011-07-25,27.610869221259723,summer
New York,2011-07-26,24.57272428708109,summer
New York,2011-07-27,33.89082973314855,summer
New York,2011-07-28,26.762641491990742,summer
New York,2011-07-29,31.53169607753365,summer
New York,2011-07-30,30.407568050871603,summer
New York,2011-07-31,30.2448360413355,summer
New York,2011-08-01,30.469694698924542,summer
New York,2011-08-02,24.147018877590753,summer
New York,2011-08-03,22.445373777622063,summer
New York,2011-08-04,19.555918753996274,summer
New York,2011-08-05,17.78915673900478,summer
New York,2011-08-06,20.903110340932773,summer
New York,2011-08-07,29.64914932567114,summer
New York,2011-08-08,15.59375643307461,summer
New York,2011-08-09,17.644505309079186,summer
New York,2011-08-10,18.213855283226845,summer
New York,2011-08-11,27.775594244195673,summer
New York,2011-08-12,27.481032279832867,summer
New York,2011-08-13,28.9445153867291,summer
New York,2011-08-14,28.561564331796063,summer
New York,2011-08-15,30.21855245721774,summer
New York,2011-08-16,25.493887329966604,summer
New York,2011-08-17,26.6810644701314,summer
New York,2011-08-18,25.805244657433654,summer
New York,2011-08-19,24.406752803373855,summer
New York,2011-08-20,36.022204615489485,summer
New York,2011-08-21,26.298625222607843,summer
New York,2011-08-22,23.554210887341636,summer
New York,2011-08-23,24.002628542747935,summer
New York,2011-08-24,27.23564287520175,summer
New York,2011-08-25,25.301940726316634,summer
New York,2011-08-26,22.135200384093935,summer
New York,2011-08-27,21.201594914159223,summer
New York,2011-08-28,30.33386631178962,summer
New York,2011-08-29,29.30504948543548,summer
New York,2011-08-30,29.67046262106306,summer
New York,2011-08-31,30.391079353927537,summer
New York,2011-09-01,10.823425442682861,autumn
New York,2011-09-02,14.453893201526784,autumn
New York,2011-09-03,15.69102431776528,autumn
New York,2011-09-04,14.792006214602074,autumn
New York,2011-09-05,8.921824418436582,autumn
New York,2011-09-06,1.8022884496528562,autumn
New York,2011-09-07,14.984201304311492,autumn
New York,2011-09-08,10.180002501687008,autumn
New York,2011-09-09,18.24114977291322,autumn
New York,2011-09-10,11.662191454077085,autumn
New York,2011-09-11,15.088938287454614,autumn
New York,2011-09-12,19.95280255326619,autumn
New York,2011-09-13,17.424436042519652,autumn
New York,2011-09-14,8.133690208684108,autumn
New York,2011-09-15,10.711175488757824,autumn
New York,2011-09-16,12.115567951033036,autumn
New York,2011-09-17,16.018051160424847,autumn
New York,2011-09-18,10.670579668486148,autumn
New York,2011-09-19,17.333253029819826,autumn
New York,2011-09-20,14.104677526971184,autumn
New York,2011-09-21,11.287360159039805,autumn
New York,2011-09-22,16.763764153906145,autumn
New York,2011-09-23,14.574001389116473,autumn
New York,2011-09-24,15.040745138165311,autumn
New York,2011-09-25,19.23143989250713,autumn
New York,2011-09-26,12.006712668502473,autumn
New York,2011-09-27,20.067700731888348,autumn
New York,2011-09-28,23.180609374347974,autumn
New York,2011-09-29,21.559297246001723,autumn
New York,2011-09-30,11.004996277290651,autumn
New York,2011-10-01,22.97488543795679,autumn
New York,2011-10-02,10.196355328603218,autumn
New York,2011-10-03,12.337324509557778,autumn
New York,2011-10-04,15.136437573306242,autumn
New York,2011-10-05,11.070940086343919,autumn
New York,2011-10-06,26.287439926371082,autumn
New York,2011-10-07,7.6274764832577455,autumn
New York,2011-10-08,16.6688691301619,autumn
New York,2011-10-09,20.266416407157404,autumn
New York,2011-10-10,9.727713418757979,autumn
New York,2011-10-11,12.550629286024712,autumn
New York,2011-10-12,18.336837941099688,autumn
New York,2011-10-13,16.117280125132538,autumn
